Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
MT498061,preVC_567,Clustered,VC_567_0,39,0.7916,1.0,4.9319934824680915,0.7916,1.0
MT498062,,Overlap (VC_1262/VC_1263),,,,,,,
MT498063,,Overlap (VC_1204/VC_1264),,,,,,,
MT498064,preVC_1392,Clustered,VC_1392_0,31,0.879,1.0,5.078668170300944,0.879,1.0
MT498065,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT498066,preVC_223,Clustered,VC_223_6,42,0.4784,1.0,7.230892477637515,0.4784,0.813
MT498067,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT499896,preVC_143,Clustered/Singleton,VC_143_50,1,0.0,0.0,0,0.0,1.0
MT499897,preVC_641,Clustered,VC_641_0,51,0.7329,1.0,4.178280698705704,0.7329,1.0
MT499898,preVC_641,Clustered,VC_641_0,51,0.7329,1.0,4.178280698705704,0.7329,1.0
MT500539,,Outlier,,,,,,,
MT500540,preVC_21,Clustered,VC_21_0,6,0.5308,1.0,7.548542332694751,0.5308,0.8
MT501516,preVC_117,Clustered,VC_117_0,30,0.636,1.0,1.8057814479655279,0.636,1.0
MT511058,preVC_495,Clustered,VC_495_0,62,0.9067,1.0,3.863311518398125,0.9067,1.0
MT514532,preVC_105,Clustered,VC_105_0,15,0.6641,1.0,5.304125110234692,0.6641,1.0
MT515751,preVC_290,Clustered,VC_290_119,4,0.0083,0.99977027,0.9023689270621825,0.0083,1.0
MT515752,preVC_290,Clustered,VC_290_124,2,0.0026,0.82737165,1.4142135623730951,0.0022,1.0
MT515753,preVC_290,Clustered,VC_290_23,2,0.0026,0.89394707,0.0,0.0024,1.0
MT515754,preVC_290,Clustered,VC_290_128,2,0.0027,0.82320901,7.745966692414834,0.0022,1.0
MT515755,preVC_290,Clustered,VC_290_23,2,0.0026,0.89394707,0.0,0.0024,1.0
MT515756,preVC_290,Clustered/Singleton,VC_290_112,1,0.0,0.0,0,0.0,1.0
MT515757,preVC_422,Clustered,VC_422_0,50,0.7899,1.0,5.142378075656804,0.7899,1.0
MT520979,preVC_100,Clustered,VC_100_0,50,0.8111,1.0,5.77172763131316,0.8111,1.0
MT521990,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT521991,preVC_762,Clustered,VC_762_0,19,0.9174,1.0,6.133035498354333,0.9174,1.0
MT521992,preVC_1093,Clustered/Singleton,VC_1093_1,1,0.0,0.0,0,0.0,1.0
MT521993,,Overlap (VC_608/VC_612/VC_614),,,,,,,
MT521994,preVC_834,Clustered,VC_834_0,30,0.9746,1.0,5.626742697458209,0.9746,0.9931
MT521995,preVC_569,Clustered,VC_569_1,5,0.1006,0.99999993,7.679689664879471,0.1006,0.9
MT521996,preVC_618,Clustered,VC_618_0,8,0.4536,1.0,3.692026830666634,0.4536,1.0
MT521997,preVC_448,Clustered,VC_448_0,8,0.8262,1.0,6.160414106384417,0.8262,1.0
MT521998,preVC_1213,Clustered,VC_1213_0,25,0.9546,1.0,5.378384628965113,0.9546,1.0
MT521999,preVC_715,Clustered,VC_715_0,16,0.2874,1.0,7.694049816006247,0.2874,0.9167
MT522000,,Overlap (VC_572/VC_595/VC_596),,,,,,,
MT522001,preVC_1367,Clustered,VC_1367_0,21,0.9808,1.0,3.4419642276698554,0.9808,1.0
MT522002,preVC_561,Clustered,VC_561_0,16,0.3595,1.0,4.6322001318764645,0.3595,1.0
MT522003,preVC_1367,Clustered,VC_1367_0,21,0.9808,1.0,3.4419642276698554,0.9808,1.0
MT522004,preVC_226,Clustered,VC_226_0,4,0.0705,0.99997601,6.244461309283817,0.0705,1.0
MT522005,preVC_602,Clustered,VC_602_1,18,0.1005,1.0,7.3506925396179,0.1005,0.915
MT522006,preVC_1208,Clustered,VC_1208_0,14,0.7133,1.0,6.922727081294524,0.7133,0.989
MT522007,preVC_795,Clustered,VC_795_0,19,0.9751,1.0,3.8855703705197397,0.9751,1.0
MT526905,preVC_290,Clustered,VC_290_124,2,0.0026,0.82737165,1.4142135623730951,0.0022,1.0
MT533174,preVC_294,Clustered,VC_294_1,8,0.0765,1.0,8.290687400855907,0.0765,0.8214
MT536174,preVC_510,Clustered,VC_510_0,2,0.1501,0.91289791,2.6457513110645907,0.137,1.0
MT542512,preVC_422,Clustered,VC_422_0,50,0.7899,1.0,5.142378075656804,0.7899,1.0
MT542697,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MT543041,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
MT552976,preVC_880,Clustered,VC_880_4,2,0.0239,0.74605045,4.0,0.0178,1.0
MT553335,preVC_610,Clustered/Singleton,VC_610_85,1,0.0,0.0,0,0.0,1.0
MT553336,preVC_978,Clustered,VC_978_0,41,0.9461,1.0,6.928177666717994,0.9461,0.9976
MT553337,preVC_225,Clustered,VC_225_0,5,0.0846,0.99999995,6.592093449741762,0.0846,1.0
MT553338,preVC_563,Clustered,VC_563_0,109,0.85,1.0,6.2668847697749985,0.85,0.9981
MT553339,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MT553340,preVC_1203,Clustered,VC_1203_0,28,0.5384,1.0,6.123123325661027,0.5384,1.0
MT553341,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MT553342,preVC_1206,Clustered,VC_1206_2,6,0.1998,1.0,3.8584521549326385,0.1998,1.0
MT553343,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MT553344,preVC_444,Clustered,VC_444_0,11,0.9509,1.0,5.286277643441691,0.9509,1.0
MT553345,preVC_595,Clustered,VC_595_38,4,0.0403,0.99997555,7.210541530000097,0.0403,1.0
MT553346,preVC_563,Clustered,VC_563_0,109,0.85,1.0,6.2668847697749985,0.85,0.9981
MT553347,,Overlap (VC_596/VC_600),,,,,,,
MT554104,preVC_156,Clustered/Singleton,VC_156_21,1,0.0,0.0,0,0.0,1.0
MT559526,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MT559527,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MT559528,preVC_134,Clustered,VC_134_0,22,0.7916,1.0,6.571596302640934,0.7916,1.0
MT560058,preVC_704,Clustered/Singleton,VC_704_5,1,0.0,0.0,0,0.0,1.0
MT560059,preVC_880,Clustered,VC_880_4,2,0.0239,0.74605045,4.0,0.0178,1.0
MT577844,preVC_197,Clustered/Singleton,VC_197_4,1,0.0,0.0,0,0.0,1.0
MT580116,preVC_517,Clustered,VC_517_0,19,0.8075,1.0,5.582730978151907,0.8075,1.0
MT580117,preVC_517,Clustered,VC_517_0,19,0.8075,1.0,5.582730978151907,0.8075,1.0
MT580897,preVC_533,Clustered,VC_533_0,36,0.5148,1.0,5.800716346044528,0.5148,0.9937
MT584805,preVC_915,Clustered,VC_915_0,28,0.6221,1.0,5.777320918207157,0.6221,0.9868
MT584811,,Outlier,,,,,,,
MT585273,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585274,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585275,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585276,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585277,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585278,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585279,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585280,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585281,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585282,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585283,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585284,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585285,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585286,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585287,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585288,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585289,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585290,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585291,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585292,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585293,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585294,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585295,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585296,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585297,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585298,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585299,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585300,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585301,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585302,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585303,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585304,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585305,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585306,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585307,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585308,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585309,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585310,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585311,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585312,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585313,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585314,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT585315,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT586120,preVC_693,Clustered,VC_693_0,3,0.0219,0.85272756,4.4334540947810215,0.0187,1.0
MT588083,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MT591577,preVC_56,Clustered,VC_56_0,9,0.5584,1.0,3.487452310471272,0.5584,1.0
MT596497,,Overlap (VC_13/VC_32),,,,,,,
MT596498,,Overlap (VC_13/VC_32),,,,,,,
MT596499,preVC_702,Clustered,VC_702_0,7,0.4196,1.0,5.686004340124194,0.4196,1.0
MT596500,,Overlap (VC_102/VC_104),,,,,,,
MT596501,preVC_157,Clustered,VC_157_0,13,0.2415,1.0,6.352271670513649,0.2415,0.9872
MT596502,preVC_157,Clustered,VC_157_0,13,0.2415,1.0,6.352271670513649,0.2415,0.9872
MT596503,preVC_157,Clustered,VC_157_0,13,0.2415,1.0,6.352271670513649,0.2415,0.9872
MT596504,preVC_157,Clustered,VC_157_0,13,0.2415,1.0,6.352271670513649,0.2415,0.9872
MT596505,preVC_157,Clustered,VC_157_0,13,0.2415,1.0,6.352271670513649,0.2415,0.9872
MT596506,preVC_157,Clustered,VC_157_0,13,0.2415,1.0,6.352271670513649,0.2415,0.9872
MT597419,,Outlier,,,,,,,
MT601270,preVC_93,Clustered,VC_93_0,8,0.5183,1.0,5.1723629273177645,0.5183,1.0
MT601271,preVC_93,Clustered,VC_93_0,8,0.5183,1.0,5.1723629273177645,0.5183,1.0
MT601272,preVC_192,Clustered,VC_192_1,2,0.0449,0.89463046,6.782329983125268,0.0402,1.0
MT601273,preVC_192,Clustered,VC_192_0,2,0.0455,0.86003292,5.656854249492381,0.0391,1.0
MT601274,preVC_192,Clustered,VC_192_0,2,0.0455,0.86003292,5.656854249492381,0.0391,1.0
MT611523,preVC_294,Clustered,VC_294_0,10,0.0994,1.0,7.502153208928794,0.0994,1.0
MT612988,preVC_577,Clustered,VC_577_0,9,0.2432,0.99999999,4.511791967223364,0.2432,1.0
MT612989,preVC_577,Clustered,VC_577_0,9,0.2432,0.99999999,4.511791967223364,0.2432,1.0
MT613935,preVC_136,Clustered,VC_136_0,17,0.9586,1.0,6.56050347329879,0.9586,1.0
MT623546,preVC_734,Clustered,VC_734_0,11,0.8337,1.0,6.158463697101452,0.8337,1.0
MT623578,preVC_828,Clustered,VC_828_0,12,0.8592,1.0,4.836575644971357,0.8592,1.0
MT625440,preVC_422,Clustered,VC_422_0,50,0.7899,1.0,5.142378075656804,0.7899,1.0
MT627482,preVC_100,Clustered,VC_100_0,50,0.8111,1.0,5.77172763131316,0.8111,1.0
MT630408,preVC_290,Clustered,VC_290_172,2,0.0027,0.9081594,0.0,0.0025,1.0
MT630433,preVC_859,Clustered,VC_859_0,21,0.8026,1.0,4.674809893572332,0.8026,1.0
MT632017,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MT632018,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MT632019,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MT632020,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MT633129,preVC_732,Clustered,VC_732_0,72,0.9323,1.0,4.546585647638638,0.9323,1.0
MT635598,preVC_1034,Clustered,VC_1034_0,3,0.8096,0.98333333,2.7824028874126436,0.7961,1.0
MT639639,preVC_621,Clustered,VC_621_0,9,0.4725,1.0,3.5850483565096636,0.4725,1.0
MT639640,preVC_1122,Clustered,VC_1122_0,40,0.8669,1.0,5.662693448889126,0.8669,1.0
MT639641,preVC_1206,Clustered,VC_1206_0,21,0.7066,1.0,5.325270657534334,0.7066,1.0
MT639642,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT639643,preVC_1367,Clustered,VC_1367_0,21,0.9808,1.0,3.4419642276698554,0.9808,1.0
MT639644,preVC_331,Clustered,VC_331_0,8,0.0395,1.0,7.398476272033315,0.0395,0.7857
MT639645,preVC_224,Clustered,VC_224_0,3,0.0516,0.99722016,4.074041713070148,0.0515,1.0
MT639646,preVC_1369,Clustered,VC_1369_1,2,0.0964,0.91246471,6.244997998398398,0.0879,1.0
MT639647,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT639648,preVC_606,Clustered,VC_606_0,24,0.549,1.0,3.600502884628921,0.549,1.0
MT639649,preVC_1259,Clustered,VC_1259_0,44,1.0,0.0,5.723338491709047,0.0,1.0
MT639650,preVC_572,Clustered,VC_572_1,5,0.0484,0.99999879,8.38612170323694,0.0484,0.9
MT639651,preVC_1213,Clustered,VC_1213_0,25,0.9546,1.0,5.378384628965113,0.9546,1.0
MT639652,preVC_553,Clustered,VC_553_0,32,0.9194,1.0,1.0539595707185996,0.9194,1.0
MT639653,preVC_1237,Clustered,VC_1237_0,30,0.83,1.0,5.572060943609842,0.83,1.0
MT639654,preVC_331,Clustered,VC_331_13,11,0.0527,1.0,7.889423838093339,0.0527,0.8
MT647605,preVC_527,Clustered,VC_527_0,18,0.8878,1.0,5.487760053186765,0.8878,1.0
MT647606,,Outlier,,,,,,,
MT647607,preVC_798,Clustered,VC_798_0,134,1.0,0.0,6.05057101095043,0.0,1.0
MT653137,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MT653143,preVC_197,Clustered/Singleton,VC_197_37,1,0.0,0.0,0,0.0,1.0
MT653144,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MT653145,preVC_198,Clustered,VC_198_34,12,0.0695,1.0,6.7164166547076745,0.0695,0.8333
MT653146,preVC_197,Clustered/Singleton,VC_197_38,1,0.0,0.0,0,0.0,1.0
MT657330,preVC_845,Clustered,VC_845_0,20,0.9124,1.0,0.904573846288135,0.9124,1.0
MT657331,preVC_560,Clustered,VC_560_0,75,0.9398,1.0,5.391772632812681,0.9398,1.0
MT657332,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT657333,preVC_1206,Clustered,VC_1206_0,21,0.7066,1.0,5.325270657534334,0.7066,1.0
MT657334,preVC_1392,Clustered,VC_1392_0,31,0.879,1.0,5.078668170300944,0.879,1.0
MT657335,preVC_555,Clustered,VC_555_0,14,0.5543,1.0,6.910155543323226,0.5543,1.0
MT657336,preVC_1373,Clustered,VC_1373_0,32,0.8482,1.0,4.700681049872067,0.8482,1.0
MT657337,preVC_1392,Clustered,VC_1392_0,31,0.879,1.0,5.078668170300944,0.879,1.0
MT657338,preVC_558,Clustered,VC_558_0,38,0.9188,1.0,4.653108683596979,0.9188,1.0
MT657339,preVC_1211,Clustered,VC_1211_0,4,0.2885,0.99995275,7.391757936823282,0.2884,1.0
MT657340,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MT657341,preVC_796,Clustered,VC_796_2,7,0.261,1.0,6.212571411155103,0.261,1.0
MT657342,preVC_331,Clustered,VC_331_37,12,0.0582,1.0,7.53422223758297,0.0582,0.8939
MT657343,preVC_1203,Clustered,VC_1203_0,28,0.5384,1.0,6.123123325661027,0.5384,1.0
MT657344,preVC_1203,Clustered,VC_1203_0,28,0.5384,1.0,6.123123325661027,0.5384,1.0
MT658802,preVC_796,Clustered,VC_796_2,7,0.261,1.0,6.212571411155103,0.261,1.0
MT658803,preVC_796,Clustered,VC_796_1,9,0.3708,1.0,3.6105258709324892,0.3708,1.0
MT658804,preVC_223,Clustered,VC_223_6,42,0.4784,1.0,7.230892477637515,0.4784,0.813
MT658805,preVC_921,Clustered,VC_921_0,3,0.3479,0.99655037,4.984309723321509,0.3467,1.0
MT661596,preVC_351,Clustered/Singleton,VC_351_2,1,0.0,0.0,0,0.0,1.0
MT661597,preVC_100,Clustered,VC_100_0,50,0.8111,1.0,5.77172763131316,0.8111,1.0
MT661598,preVC_100,Clustered,VC_100_0,50,0.8111,1.0,5.77172763131316,0.8111,1.0
MT662115,preVC_7,Clustered,VC_7_0,26,0.9564,1.0,5.732533940464716,0.9564,1.0
MT663719,preVC_464,Clustered,VC_464_0,34,0.9916,1.0,3.118434849830694,0.9916,1.0
MT663720,,Outlier,,,,,,,
MT664721,,Outlier,,,,,,,
MT664722,preVC_847,Clustered,VC_847_1,4,0.2097,0.99996916,3.5287296940155533,0.2096,1.0
MT664984,preVC_173,Clustered,VC_173_0,20,0.7611,1.0,5.5893663690125,0.7611,1.0
MT668623,preVC_770,Clustered,VC_770_0,26,0.9587,1.0,4.364365367081812,0.9587,1.0
MT668624,preVC_770,Clustered,VC_770_0,26,0.9587,1.0,4.364365367081812,0.9587,1.0
MT670417,preVC_83,Clustered,VC_83_3,11,0.2576,1.0,5.38908260417468,0.2576,1.0
MT670418,preVC_83,Clustered,VC_83_3,11,0.2576,1.0,5.38908260417468,0.2576,1.0
MT670419,preVC_83,Clustered,VC_83_3,11,0.2576,1.0,5.38908260417468,0.2576,1.0
MT670420,preVC_83,Clustered,VC_83_3,11,0.2576,1.0,5.38908260417468,0.2576,1.0
MT670421,preVC_83,Clustered,VC_83_3,11,0.2576,1.0,5.38908260417468,0.2576,1.0
MT670422,preVC_83,Clustered,VC_83_3,11,0.2576,1.0,5.38908260417468,0.2576,1.0
MT675124,preVC_641,Clustered,VC_641_0,51,0.7329,1.0,4.178280698705704,0.7329,1.0
MT675125,preVC_641,Clustered,VC_641_0,51,0.7329,1.0,4.178280698705704,0.7329,1.0
MT675126,preVC_641,Clustered,VC_641_0,51,0.7329,1.0,4.178280698705704,0.7329,1.0
MT677933,,Overlap (VC_678/VC_680),,,,,,,
MT677934,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MT679221,preVC_984,Clustered,VC_984_3,19,0.262,1.0,4.3120322639447295,0.262,1.0
MT679222,,Overlap (VC_201/VC_202),,,,,,,
MT679223,,Overlap (VC_201/VC_202),,,,,,,
MT680615,preVC_491,Clustered,VC_491_0,66,0.9265,1.0,6.021655943352054,0.9265,1.0
MT681669,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
MT682064,preVC_500,Clustered,VC_500_0,21,0.4931,1.0,7.163683813434568,0.4931,1.0
MT682065,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MT682386,preVC_910,Clustered,VC_910_0,35,0.9969,1.0,5.939720415961851,0.9969,1.0
MT682387,preVC_910,Clustered,VC_910_0,35,0.9969,1.0,5.939720415961851,0.9969,1.0
MT682388,preVC_910,Clustered,VC_910_0,35,0.9969,1.0,5.939720415961851,0.9969,1.0
MT682389,preVC_910,Clustered,VC_910_0,35,0.9969,1.0,5.939720415961851,0.9969,1.0
MT682390,preVC_910,Clustered,VC_910_0,35,0.9969,1.0,5.939720415961851,0.9969,1.0
MT682391,preVC_910,Clustered,VC_910_0,35,0.9969,1.0,5.939720415961851,0.9969,1.0
MT682705,preVC_757,Clustered,VC_757_0,13,0.5059,1.0,4.261810399936474,0.5059,1.0
MT682706,preVC_495,Clustered,VC_495_0,62,0.9067,1.0,3.863311518398125,0.9067,1.0
MT682707,preVC_490,Clustered,VC_490_0,86,0.9879,1.0,6.045627244448912,0.9879,1.0
MT682708,preVC_814,Clustered,VC_814_1,39,0.5995,1.0,6.668379247121468,0.5995,0.9933
MT682709,preVC_290,Clustered/Singleton,VC_290_190,1,0.0,0.0,0,0.0,1.0
MT682710,preVC_290,Clustered/Singleton,VC_290_60,1,0.0,0.0,0,0.0,1.0
MT682711,preVC_294,Clustered,VC_294_5,26,0.3139,1.0,8.377684871475921,0.3139,0.6892
MT682712,preVC_290,Clustered,VC_290_21,2,0.0025,0.91092261,1.0,0.0023,1.0
MT682713,preVC_290,Clustered/Singleton,VC_290_101,1,0.0,0.0,0,0.0,1.0
MT682714,preVC_290,Clustered/Singleton,VC_290_58,1,0.0,0.0,0,0.0,1.0
MT682715,preVC_626,Clustered,VC_626_0,35,0.8885,1.0,4.058915704629281,0.8885,1.0
MT682716,preVC_806,Clustered,VC_806_3,2,0.006,0.17737174,8.831760866327848,0.0011,1.0
MT684586,preVC_595,Clustered/Singleton,VC_595_51,1,0.0,0.0,0,0.0,1.0
MT684587,preVC_1392,Clustered,VC_1392_0,31,0.879,1.0,5.078668170300944,0.879,1.0
MT684588,preVC_568,Clustered,VC_568_0,47,0.8851,1.0,6.121390113304166,0.8851,1.0
MT684589,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MT684590,preVC_1092,Clustered,VC_1092_2,5,0.0536,0.99994723,7.197399015164801,0.0536,0.9
MT684591,preVC_1367,Clustered,VC_1367_0,21,0.9808,1.0,3.4419642276698554,0.9808,1.0
MT684592,preVC_1367,Clustered,VC_1367_0,21,0.9808,1.0,3.4419642276698554,0.9808,1.0
MT684593,preVC_595,Clustered,VC_595_20,2,0.0079,0.91523405,9.0,0.0072,0.0
MT684594,preVC_845,Clustered,VC_845_0,20,0.9124,1.0,0.904573846288135,0.9124,1.0
MT684595,preVC_595,Clustered/Singleton,VC_595_55,1,0.0,0.0,0,0.0,1.0
MT684596,preVC_1252,Clustered,VC_1252_0,20,1.0,0.0,4.180310923087538,0.0,1.0
MT684597,,Overlap (VC_596/VC_601),,,,,,,
MT684598,preVC_1094,Clustered,VC_1094_5,3,0.0465,0.97994709,8.126017308308578,0.0455,1.0
MT684599,preVC_921,Clustered,VC_921_1,4,0.454,0.99996912,4.385278605918862,0.454,1.0
MT684600,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MT684601,,Overlap (VC_596/VC_601),,,,,,,
MT684602,preVC_619,Clustered,VC_619_0,8,0.5599,1.0,2.5403294933434055,0.5599,1.0
MT700412,,Outlier,,,,,,,
MT701586,preVC_136,Clustered,VC_136_0,17,0.9586,1.0,6.56050347329879,0.9586,1.0
MT701587,preVC_249,Clustered,VC_249_0,21,0.6297,1.0,7.99341963352286,0.6297,0.7905
MT701588,preVC_533,Clustered,VC_533_0,36,0.5148,1.0,5.800716346044528,0.5148,0.9937
MT701589,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MT701590,,Overlap (VC_479/VC_480),,,,,,,
MT701591,preVC_1,Clustered,VC_1_0,54,0.8386,1.0,5.331294686939304,0.8386,1.0
MT701592,preVC_963,Clustered,VC_963_0,40,0.6982,1.0,6.483980245742704,0.6982,0.9282
MT701593,preVC_411,Clustered,VC_411_0,3,0.245,0.99580869,4.2327332427608475,0.244,1.0
MT701594,preVC_1008,Clustered,VC_1008_1,27,0.741,1.0,6.135493010251114,0.741,1.0
MT701595,preVC_411,Clustered,VC_411_0,3,0.245,0.99580869,4.2327332427608475,0.244,1.0
MT701596,preVC_411,Clustered,VC_411_0,3,0.245,0.99580869,4.2327332427608475,0.244,1.0
MT701597,preVC_1008,Clustered,VC_1008_1,27,0.741,1.0,6.135493010251114,0.741,1.0
MT701598,,Overlap (VC_1010/VC_1011),,,,,,,
MT708544,preVC_1013,Clustered,VC_1013_0,10,0.5431,1.0,3.233892069257322,0.5431,1.0
MT708545,,Outlier,,,,,,,
MT708546,,Overlap (VC_1014/VC_1015),,,,,,,
MT708547,preVC_168,Clustered,VC_168_11,5,0.0599,0.94062834,6.84565661000547,0.0563,1.0
MT708548,preVC_1008,Clustered,VC_1008_1,27,0.741,1.0,6.135493010251114,0.741,1.0
MT708549,preVC_86,Clustered,VC_86_0,3,0.0881,0.99709071,6.802430741102704,0.0878,1.0
MT708550,preVC_136,Clustered,VC_136_0,17,0.9586,1.0,6.56050347329879,0.9586,1.0
MT710307,preVC_984,Clustered,VC_984_5,8,0.0877,0.84273298,3.8753452622069218,0.0739,1.0
MT711370,,Singleton,,,,,,,
MT711523,preVC_678,Clustered,VC_678_0,45,0.7774,1.0,7.081443650628277,0.7774,1.0
MT711524,preVC_678,Clustered,VC_678_0,45,0.7774,1.0,7.081443650628277,0.7774,1.0
MT711525,preVC_678,Clustered,VC_678_0,45,0.7774,1.0,7.081443650628277,0.7774,1.0
